Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
Joshua Basin Water District,Stage 1 (Ordinance No. 14-8) ,Yes,Sep-14,154.848,159.418,AF,SFR = 4196 MFR = 59 CI = 172 O = 22 Total = 4449 4196 SFR + 59MFR = 4255 Residential 4255 Res/4449 Total = 95.6%," 9,969 ",168.993,,,,,50457441.77,51946582.79,161.29105,166.0512026,96%,No Correction Needed
Jurupa Community Service District,Level 2,Yes,Jun-14,2884.2,2854.249,AF,," 101,700 ",,,"The Board adopted Level 2 of our WSCP in 08/2014. We have almost completed a procedure for customer notification for violations and expect completion by 08/29/2014. We have added water waste violations to our smart phone app and will be notifying residents of the new restrictions via the utility bills, a regional media campaign, events and other forms of community outreach.",,,939820685.8,930061109.7,194.0632684,192.0480167,63%,No Correction Needed
Jurupa Community Service District,Level 2,Yes,Jul-14,3019.297,3066.804,AF,," 101,700 ",,,,,,983842236,999322459.7,184.1173975,187.0143849,59%,No Correction Needed
Jurupa Community Service District,Level 2,Yes,Aug-14,2729.602,3006.107,AF,," 101,700 ",,,,,,889444706.8,979544255.7,236.9821276,260.9880974,84%,No Correction Needed
Jurupa Community Service District,Level 2,Yes,Sep-14,2506.362,2748.802,AF,," 101,700 ",174,,,,,816701634.3,895701054.2,173.9941207,190.8245445,65%,No Correction Needed
"Kerman, City of",Stage 2,Yes,Jun-14,135439000,142866000,G,," 13,551 ",,,,,,135439000,142866000,249.8690134,263.5709542,75%,No Correction Needed
"Kerman, City of",Stage 2,Yes,Jul-14,137105000,149800000,G,," 13,551 ",,,,,,137105000,149800000,244.783149,267.4484207,75%,No Correction Needed
"Kerman, City of",2,Yes,Aug-14,119544000,137152000,G,," 13,551 ",,,,,,119544000,137152000,213.430267,244.8670614,75%,No Correction Needed
"Kerman, City of",Stage 2,Yes,Sep-14,105535000,121421000,G,," 13,551 ",194,,,,,105535000,121421000,194.6996532,224.0074533,75%,No Correction Needed
"Kingsburg, City of",Normal,Yes,Sep-14,118.1,140.9,MG,," 11,504 ",,,,,,118100000,140900000,307.9798331,367.4374131,90%,No Correction Needed
"Kingsburg, City of",Normal,Yes,Aug-14,131.453,162.369,MG,," 11,504 ",,,,,,131453000,162369000,331.743517,409.7651869,90%,No Correction Needed
"Kingsburg, City of",Normal,Yes,Jul-14,141.64,170.15,MG,," 11,504 ",,We have initiated random enforcement potrols and will soon be increasing the fees for violation. ,The city is continuing to reach out to our customers encouraging conservation.,,,141640000,170150000,357.4521064,429.401835,90%,No Correction Needed
"Kingsburg, City of",Normal,Yes,Jun-14,136.3,161.8,MG,," 11,504 ",,The Water Department has increased patroling and issuance of warnings and violatons.,,,,136300000,161800000,355.4415855,421.9401947,90%,No Correction Needed
La Habra  City of Public Works,Stage 2,Yes,Jun-14,1098.06,959,AF,," 63,118 ",,,,,,357804417.9,312491518.5,132.2724065,115.5212264,70%,No Correction Needed
La Habra  City of Public Works,Stage 2,Yes,Jul-14,1107,1000.5,AF,," 63,118 ",,,,,,360717529.7,326014352.7,129.0477287,116.6325678,70%,No Correction Needed
La Habra  City of Public Works,Stage 2,Yes,Aug-14,1004.97,971.18,AF,," 63,118 ",,,,,,327470908.6,316460388.9,117.1536549,113.2146099,70%,No Correction Needed
La Habra  City of Public Works,Stage 2,Yes,Sep-14,1056.75,1033.63,AF,," 63,118 ",163.48,"Approximately 8 correction notices have been sent since Septermber 25, 2014.","The Board of Directors declared a Stage 2 Water Supply shortage condition on August 4, 2014.  Notifications were sent to al water service patrons on September 19, 2014.",,,344343495.5,336809810.5,167.3035773,163.6432426,92%,No Correction Needed
La Palma  City of,Stage One,No,Jun-14,206.13,204.49,AF,," 15,544 ",,,,,,67167754.65,66633358.31,144.0379024,142.8919161,100%,No Correction Needed
La Palma  City of,Stage One,No,Jul-14,214.24,216.64,AF,," 15,544 ",,,,,,69810409.72,70592453.15,144.8757527,146.4987074,100%,No Correction Needed
La Palma  City of,Stage One,No,Aug-14,201.83,224.49,AF,," 15,544 ",,,,,,65766593.51,73150386.85,136.4837247,151.8071216,100%,No Correction Needed
La Palma  City of,Stage One,Yes,Sep-14,182.18,216.4,AF,," 15,544 ",,,,,,59363612.97,70514248.8,127.3023095,151.2142923,100%,No Correction Needed
La Verne  City of,Phase 5,Yes,Jun-14,923.62,919.95,AF,"La Verne bills its customers bimonthly.  Therefore, not all residential customers are billed during a given month.  As such, each monthly production report will have a varying percentage of water use going to residential."," 32,228 ",,,,,,300962895,299767020.3,221.0124276,220.1342356,71%,No Correction Needed
La Verne  City of,Phase 5,Yes,Jul-14,965.97,993.65,AF,"La Verne bills its customers bimonthly.  Therefore, not all residential customers are billed during a given month.  As such, each monthly production report will have a varying percentage of water use going to residential."," 32,228 ",,,,,,314762702.9,323782270.4,179.5821112,184.7280607,57%,No Correction Needed
La Verne  City of,Phase V,Yes,Aug-14,849.5,1009.17,AF,"La Verne bills its customers bimonthly.  Therefore, not all residential customers are billed during a given month.  As such, each monthly production report will have a varying percentage of water use going to residential."," 32,228 ",,,,,,276810787.2,328839484.6,193.9483109,230.4023742,70%,No Correction Needed
La Verne  City of,Phase V,Yes,Sep-14,812.163,940.22,AF,"La Verne bills its customers bimonthly.  Therefore, not all residential customers are billed during a given month.  As such, each monthly production report will have a varying percentage of water use going to residential.  R-GPCD number below will appear low this reporting period due to the above condition.  Running average for June 2014 through reporting period is 96.86."," 32,228 ",77.61,,,,,264644472.5,306372028.7,155.2272148,179.7025128,57%,No Correction Needed
Laguna Beach County Water District,Level 1,Yes,Jun-14,340.8,320.69,AF,"The District bills bi-monthly. Approximately 1/2 of the meters are billed one month, and other 1/2 the next."," 19,121 ",,,,,,111050166.3,104497294.1,120.6465207,113.5273847,62%,No Correction Needed
Laguna Beach County Water District,Level 1,Yes,Jul-14,360.84,345.49,AF,"The District bills bi-monthly. Approximately 1/2 of the meters are read one month, and the other 1/2 the next."," 19,121 ",,,,,,117580228.9,112578409.5,115.9633671,111.0303284,58%,No Correction Needed
Laguna Beach County Water District,Stage 1,Yes,Aug-14,388.7,385.9,AF,," 20,850 ",,,,,,126658449.7,125746065.7,115.6161295,114.7832889,59%,No Correction Needed
Laguna Beach County Water District,Stage 1,Yes,Sep-14,335.21,323.81,AF,District bills monthly. Single family usage is based on actual billed usage in that month with approximately half of residences being billed each month. ," 19,120 ",132.05,,,,,109228656.8,105513950.6,132.041755,127.5512087,69%,No Correction Needed
Lake Arrowhead Community Services District,Level 1,Yes,Jun-14,180.94,213.19,AF,"Account query from billing, separating residential and commercial consumption."," 12,424 ",,,,47.17,AF,58959557.2,69468265.72,150.119714,176.8764332,95%,No Correction Needed
Lake Arrowhead Community Services District,Level 1,Yes,Jul-14,206.69,246.65,AF,"Account query through billing, separating residential and commercial consumption."," 12,424 ",,,,49.28,AF,67350231.45,80371254.47,158.4324556,189.0626793,91%,No Correction Needed
Lake Arrowhead Community Services District,Level 1,Yes,Aug-14,182.1,235.67,AF,"Account query from billing, separating residential and commercial consumption."," 12,424 ",,,,39.9,AF,59337544.86,76793405.8,138.0430182,178.6523783,90%,No Correction Needed
Lake Arrowhead Community Services District,Level 1,Yes,Sep-14,169.89,213.79,AF,"Account query from billing, separating residential and commercial consumption."," 12,424 ",148.52,,,32.8,AF,55358898.93,69663776.58,127.733025,160.7395575,86%,No Correction Needed
Lake Hemet Municipal Water District,3,Yes,Jun-14,1096,1163,AF,," 52,914 ",,,,,,357133164,378965209.6,145.110236,153.9810259,65%,No Correction Needed
Lake Hemet Municipal Water District,3,Yes,Jul-14,1206,1296,AF,," 52,914 ",,,,,,392976821,422303449.4,166.7415706,179.1849713,70%,No Correction Needed
Lake Hemet Municipal Water District,3,Yes,Aug-14,1102,1377,AF,," 52,914 ",,,,,,359088272.6,448697415,161.1189969,201.3256431,74%,No Correction Needed
Lake Hemet Municipal Water District,3,Yes,Sep-14,949.1,1227,AF,," 52,914 ",136,,,,,309265589.4,399819700.9,136.3759513,176.3073356,70%,No Correction Needed
Lakeside Water District,2,Yes,Jun-14,420.05,449.98,AF,," 33,657 ",,,,,,136873891.9,146626625.1,115.2239832,123.4340864,85%,No Correction Needed
Lakeside Water District,2,Yes,Jul-14,427.64,460.57,AF,," 33,657 ",,,,,,139347104.2,150077391.7,113.5219329,122.2635784,85%,No Correction Needed
Lakeside Water District,2,,Aug-14,410,461,AF,," 33,657 ",,,,,,133599085.1,150217507.8,115.2414985,129.5764166,90%,No Correction Needed
Lakeside Water District,2,Yes,Sep-14,395.7,441.5,AF,," 33,657 ",114.9,,,,,128939409.7,143863405,114.9295032,128.2319325,90%,No Correction Needed
Lakewood  City of,Phase 2,Yes,Jun-14,785.9,780.71,AF,"Total Population for Lakewood= 80,048  City of Lakewood Service Area= 59,081  Golden State Water Co.= 20,967"," 59,081 ",,,,65.4,AF,256086636.5,254395467.6,106.9176842,106.2116112,74%,No Correction Needed
Lakewood  City of,Phase 2,Yes,Jul-14,809.72,817.97,AF,"Total Lakewood Popultation= 80,048  City of Lakewood Service Area Population= 59,081  Golden State Water Co. Service Area Population= 20,967 "," 80,048 ",,,"Phase 2 Water Use Restrictions Effective August 12, 2014",78.87,AF,263848417.5,266536691.7,78.68175422,79.48341958,74%,No Correction Needed
Lakewood  City of,Phase 2,Yes,Aug-14,743.29,868.22,AF,"Total Lakewood Population = 80,048  City of Lakewood Service Area Population= 59,081  Golden State Water Co Service Area= 20,967"," 59,081 ",,,,57.18,AF,242202107.2,282910725.9,97.8588495,114.3066775,74%,No Correction Needed
Lakewood  City of,Phase 2,Yes,Sep-14,684.62,793.43,AF,"Total Lakewood Population= 80,048 City of Lakewood Service Area Population= 59,081 Golden State Water Co. Service Area Population= 20,967  Like many water utilities the City of Lakewood reads and bills bi-monthly, therefore water production does not correspond with metered water sales. Residential per capita data calculated basing % of residential use on 2 months of residential water sales divided by 2. "," 59,081 ",111,,,54.02,AF,223084404,258540297.7,110.7599598,128.3635811,88%,No Correction Needed
Lamont Public Utility District,2,Yes,Sep-14,116,131,MG,," 18,290 ",156,"Explanation pertaining to R-GPCD calculation - The community of Lamont is primarily a farming community.  It is estimated that during the period of April through November, the population in Lamont increases substantially as the demand for farm labor increases. This increase is difficult, if not impossible to quantify.  The R-GPCD calculation above uses 18290 obtained from 2010 census data, but in actuality, the R-GPCD is less than reported because the current population for the reporting month is understated.",,,,116000000,131000000,156.4425005,176.6721341,74%,No Correction Needed
Lamont Public Utility District,2,Yes,Aug-14,132,153,MG,," 18,290 ",,,,,,132000000,153000000,204.8713381,237.4645055,88%,No Correction Needed
Lamont Public Utility District,2,Yes,Jul-14,148.1,164,MG,," 18,290 ",,,,,,148100000,164000000,229.8594331,254.5371171,88%,No Correction Needed
Lamont Public Utility District,2,Yes,Jun-14,142.3,151.5,MG,," 18,290 ",,,,,,142300000,151500000,228.2194277,242.9743029,88%,No Correction Needed
Las Virgenes Municipal Water District,Stage 3 - Water Shortage Emergency,Yes,Jun-14,2423.2,2327.1,AF,Percentage Residential Use taken from  2013 Large Water System Annual Report to the Drinking Water Program. Percentage was calculated using columns B through F (excludes recycled water sales and fire flow uses).," 75,384 ",,"1. On August 12th, the Board approved restricting outdoor irrigation to three days a week in response to the emergency regulations and statewide drought.  2. The restriction is effective immediately. Customers will be given time to make adjustments to their irrigation controllers. Enforcement begins September 1st.  3. Properties with even-numbered addresses may irrigate Mondays, Wednesdays and Fridays.  4. Properties with odd-numbered addresses may irrigate Tuesdays, Thursdays and Saturdays.  5. Restrictions apply to both potable and recycled water users.  6. Recycled water customers only: Recycled water customers may be on a different irrigation schedule upon demonstration, through a site visit, that they are using water efficiently and achieving the same result as the watering restriction. These customers may contact the District to request a site visit.  7. Watering is permitted at any time using a hose with an automatic shut-off nozzle, a bucket or a drip irrigation system.  8. The following conservation measures are in effect:  a. Potable water shall not be used to clean or sweep hard surfaces such as sidewalks, walkways, driveways or parking areas and only as necessary to protect public health and safety.  b. Hotels, motels and other places for commercial transient occupancy shall offer guests who stay more than one night the opportunity to retain towels and linens during their stay.   c. Car washing is permitted only with the use of a nozzle having an automatic shut-off.  d. Fountains and other decorative water features shall recirculate water.  e. Irrigation shall occur after 5:00 p.m. and before 10:00 a.m.  No irrigation is permitted during rainfall and for 24 hours after rainfall in excess of 1 inch.  f. Irrigation shall not run off to streets, gutters or adjacent properties.    9. Violation of outdoor irrigation restriction and conservation measures are subject to fines: Warning letter for the 1st time, then within a twelve-month period, $100 for the 2nd time, $200 for the 3rd time and $500 for the 4th time. For the 5th time, flow restrictors may be installed or service may be terminated.  ",Included in #9 above.,,,789603177.9,758288855.8,296.7750456,285.0054509,85%,No Correction Needed
